GEOID,neighbors
3186,"170318288015,170318298004,170318292001,170318293012,170318300052,170318288012,170318288013"
3187,"170318292001,170318292002,170318288015,170318292003,170318293011,170318293021,170318293022,170318300052"
3188,"170318300052,170318293012,170318293022"
3189,"170318302021,170318292002,170318292003,170318292004,170318293012,170318293021,170318293023,170318300052,170318301001,170318294011"
3190,"170311105021,170311503006,170311503002,170311502004,170311503007"
3191,"170311503003,170311502005,170311502004,170311503006,170311503001,170311503005,170311502002,170311503007"
3192,"170311504021,170311503003,170311503004,170311507004,170311504023,170311503006,170311503002,170311506001,170311507001"
3193,"170311105021,170311504012,170311504013,170311503007,170311104002"
3194,"170311702003,170311505021,170311701001,170311702001,170311703001,170311505022"
3195,"170311504022,170311504021,170311506003,170311507003,170311507004,170311503005,170311506002,170311506004"
3196,"170311506003,170311507003,170311507004,170311511004,170311512001,170311512003,170311506001,170311506004"
3197,"170311504022,170311504021,170311702001,170311506003,170311505022,170311506001,170311506002"
3198,"170311507003,170311507002,170311503004,170311508005,170311507004,170311502003,170311508004,170311503005"
3199,"170318291002,170318302021,170318303004,170318292004,170318293022,170318293023,170318294023,170318301001"
3200,"170318295002,170318295003,170318291002,170318294023,170318294021"
3201,"170318295001,170318291001,170318295003,170318291002,170318297003"
3202,"170311701001,170311505013,170311505022,170311505023,170318106001"
3203,"170312209021,170312209022,170312207022,170312207021,170312207011,170312207023"
3204,"170310106002,170310107021,170310102022,170310103004,170310107012,170310102012"
3205,"170312507001,170311911003,170312502002,170311910002,170311911002,170312503002,170312503001,170311912002,170311911006,170318313001,170312508001"
3206,"170312521023,170312521022,170312522012,170318314002,170312522022,170312521021,170312522025,170318314001"
3207,"170318128011,170318128022,170318123012,170318128023,170318129003,170318129004"
3208,"170318026055,170318025043,170318026071,170318025052,170318030142,170318030141"
3209,"170318241073,170318241212,170318241152,170318241063,170318241072,170318241061,170318241242"
3210,"170318241221,170318241211,170318241073,170318241212,170318241233,170318241232,170318241235,170318241234"
3211,"170318240031,170318240032,170318202032,170318240043,170318238011,170318238013,170318240061"
3212,"170317702021,170318051053,170318046033,170318046032,170317702011,170317702013,170318046031,170318046063,170317702012,170318046092,170318051052,170318046071,170317703001,170318046093"
3213,"170318239011,170318237042,170318237043,170318240041,170318239012,170318237023,170318206061,170318238033,170318238012,170318202032,170318206062,170318238011"
3214,"170318229001,170318205015,170318210014,170318237031,170318205024"
3215,"170318206051,170318206062,170318237041,170318237042"
3216,"170310306041,170310307033,170310307022,170310307011,170310307021,170310307061"
3217,"170313504001,170313403001,170313405001,170318411003,170318420002"
3218,"170314004001,170318361002,170318345001,170314003001,170314005002"
3219,"170314909013,170314909021,170314909024,170314909022,170314909011,170314909012"
3220,"170314914001,170315301001,170315003001,170315003002,170315401011,170318388002,170315306001,170318215001,170315401023,170315502002,170315401022"
3221,"170315203002,170315203003,170315204001,170315204002,170315204004,170315205001,170315205002"
3222,"170316603024,170316308004,170316603021,170316603022"
3223,"170317107003,170317108005,170317106001,170317107001,170317108006"
3224,"170310619013,170310631002,170310632003,170310619021,170310620001,170310619022"
3225,"170310105022,170310104002,170310104001,170310105011,170310106004,170310106001"
3226,"170310401001,170310209021,170310209013,170310209011,170310209022"
3227,"170319900000,170310306043,170310301014,170310306011,170310306042,170310301012,170310301013"
3228,"170310307062,170310307033,170310307022,170310307061"
3229,"170317112004,170317001002,170317105003,170317104006,170317104003,170317005012"
3230,"170317304004,170317302021,170317302023,170317302011,170317114002,170317304002,170317114003"
3231,"170317307002,170317307001,170317304003,170317306002,170317305004,170314911005,170317305003"
3232,"170318126002,170318126003,170318127001,170318130005,170318130001,170318130002,170318130003"
3233,"170311605012,170311605011,170311605022,170311605023"
3234,"170314402021,170314403002,170316913002,170314402012,170316914003,170316914005"
3235,"170310802011,170310812023,170310801005,170310802022,170310811003,170310801006,170310801001,170310802021,170310802013,170310810006"
3236,"170310301022,170310305001,170310301023,170310306012,170310306011,170310302002,170310301013"
3237,"170316406003,170316404002,170318209011,170316403003,170316404001,170316405002"
3238,"170316609002,170316607002,170316608002,170316610001,170316608001,170316609003"
3239,"170318024023,170318016012,170318024022,170318016063,170318025056,170318016032,170318025062,170318024024,170318025053,170318025055"
3240,"170317402001,170318219004,170318217003,170317402004,170318218005"
3241,"170318021003,170318020043,170318020031,170318020022,170318052011,170318052012,170318060011,170318052021"
3242,"170318051053,170318046032,170318046033,170318046082,170318047131,170318047141,170317702022,170318041051,170318041091,170318047091,170318047142,170318046081,170318047132"
3243,"170318318005,170318318003,170318318002"
3244,"170310601001,170310604001,170310601003,170310604003,170310605001,170318307001"
3245,"170318245034,170318245081,170318241062,170318245082,170318241071,170318241151,170318241152,170318241053,170318245033,170318241072"
3246,"170317404004,170318233041,170317404003,170317401004,170318233042,170317404001"
3247,"170318209012,170318209013,170318210022,170318210023,170318210024,170318210012,170318210025"
3248,"170316714001,170316712001,170316707001,170316713001,170316707002,170316705001,170316706001"
3249,"170314212001,170316905001,170318418002,170316909001"
3250,"170317706012,170318064002,170318062021,170318063004,170318063005,170318063002"
3251,"170312107002,170312205002,170312205001,170312206021,170312106021"
3252,"170318258032,170318257003,170318258013,170318258021,170318258023,170318258031,170318257002"
3253,"170318148005,170318148003,170318151003"
3254,"170318016065,170318016063,170318016052,170318016061,170318016054,170318016062"
3255,"170318051053,170318041051,170318041081,170318041092,170318046031,170318040002,170318041082"
3256,"170310312003,170310308003,170310307033,170310312004,170310308004,170310311001,170310308002,170310307032"
3257,"170310304002,170310305004,170310306031,170310305003,170310307011,170310309002,170310307033,170310309001,170310308002"
3258,"170310310001,170310308003,170310307031,170310309004,170310311001,170310311003,170310312003,170310309003"
3259,"170310310001,170310308003,170310401001,170310404021,170310308004,170310311003,170310309003"
3260,"170310311002,170310312002,170310307031,170310308004,170310311003,170310312003"
3261,"170310310001,170310310002,170310311002,170310308004,170310309004,170310311001"
3262,"170310312002,170310312004,170310307031,170310308004,170310311001,170310307032"
3263,"170310705002,170310704003,170310628002,170310629002,170310705003,170310704001"
3264,"170310704002,170310704003,170310710001,170318325001,170310705003,170310706002,170318325002,170310705001"
3265,"170310628002,170310707001,170310627002,170310626001,170310707002,170310705003,170310706002"
3266,"170310513002,170310706001,170310627002,170310626001,170310707002,170310706002,170310514002"
3267,"170310706001,170310707001,170310706002,170318309001,170310513002,170318323001,170318325001,170310514002"
3268,"170312302001,170312304001,170312210002,170312211003,170312209012,170312227002,170312229001,170312303001"
3269,"170312309001,170312227001,170312302001,170312226001,170312409001,170312408002,170312225001"
3270,"170312228001,170312307001,170312308001,170318312001,170312229001,170312303001,170312304002"
3271,"170312306001,170318312003,170312307004,170318312002,170312305002,170312304002,170312306003"
3272,"170312306004,170312306002,170312306001,170312305001,170312305002,170312306005"
3273,"170318371002,170312712001,170312713001,170318371001,170318370002,170318368002,170318369002"
3274,"170311801004,170311710002,170311801002,170311801003,170318315001,170311710003"
3275,"170318100001,170318101001,170318100003,170318101003"
3276,"170318295001,170318303001,170318303004,170318295003,170318303003,170318304003,170318296003,170318294023,170318294022"
3277,"170318208001,170315608001,170318208003,170315603002,170315603001,170315607002,170318352001"
3278,"170317105003,170317105001,170317104002,170317104003,170317112001"
3279,"170312104002,170312105022,170312105021,170312105011,170318311004,170318311003,170312104001,170311613002,170312105023"
3280,"170312309003,170312301001,170312302001,170312409001,170312309002"
3281,"170312425001,170312425002,170312428001,170312423002,170312430002,170312429001,170312423001,170312424001"
3282,"170318051091,170318051101,170318028025,170318050011,170318050013,170318050014"
3283,"170318061033,170318061042,170318061032,170318061023,170318062012,170318059012,170318062023,170318063001,170318062011,170318060022"
3284,"170318049024,170318061023,170318063006,170318063001,170317706011,170318051111,170318049021"
3285,"170318074002,170318076003,170318076005,170318075002"
3286,"170318095001,170318094021,170318096001,170318095003,170318094012"
3287,"170318114013,170318115001,170318115003,170318114021,170318114015"
3288,"170318125003,170318124001,170318121003,170318125002,170318125001"
3289,"170318137011,170318314002,170318314001,170318134001,170318136001,170318133012,170318133013"
3290,"170318152003,170318152005,170318152001,170318145001,170318140004"
3291,"170318169001,170318169003,170318169004,170318170004,170318170005"
3292,"170310321004,170310321005,170310314003,170310314004"
3293,"170310314003,170310314005,170310321001"
3294,"170310317001,170310312001,170310311002,170310312002,170310317002,170310313004,170310315011,170310315012,170318307003"
3295,"170318307004,170310318001,170310317002,170310319001,170310319002,170318307003,170310317004"
3296,"170310310002,170310310003,170310311002,170310317001,170310317002,170310319001,170318308001,170318308002,170310404025,170310317003"
3297,"170310401001,170310402021,170310402022,170310401003,170310208011,170310402023"
3298,"170310402013,170310402011,170310402012,170310403003"
3299,"170310402014,170310402022,170310402011,170310403002,170310403003"
3300,"170310704002,170310705002,170310710002,170310711002,170318325002,170310703001"
3301,"170310704002,170310710001,170318326003,170310711001,170310710002,170318326002,170310703002,170310703001"
3302,"170310701031,170310702002,170310712002,170310703002,170310713002,170310711001"
3303,"170310701031,170310716001,170310714004,170310715003,170310714003,170310714001,170310701012,170310713002"
3304,"170310716001,170310714002,170310713001,170310715005,170310715002,170310715004,170310714001,170319900000,170310802012,170310715006,170310801004,170310812021"
3305,"170310715003,170310715001,170310715005,170310715006"
3306,"170310716001,170310715003,170310717001,170310715001,170310803003,170310715006,170310804001,170310717002"
3307,"170310716001,170310715004,170310718001,170310717002"
3308,"170318326001,170310718002,170310710002,170310711002,170310712002,170318326002,170310711001"
3309,"170311003004,170311004001,170310903001,170311003006"
3310,"170311004002,170311004003,170311004001,170311003002,170311003005,170311003004"
3311,"170311005002,170311005003,170311003002,170311006003,170311003001,170311006004,170311004003,170311005004"
3312,"170311103002,170311103001,170311003001,170311006004,170311006002,170311001004"
3313,"170318106001,170311006002,170311007001,170311007003"
3314,"170314313022,170314314002,170314312002,170314306002,170314308001,170314308002,170314314001,170314307001,170314307002,170314314004"
3315,"170314401021,170314407001,170314401023,170314408001,170314402022"
3316,"170316114001,170316114003,170316115002,170316118001,170316116001,170316117001,170316117003,170316113002"
3317,"170316502001,170316502004,170316502005,170316503011,170316502002,170316502006,170316503013"
3318,"170316605002,170316605003,170316605004,170316606005,170316608005,170316604003,170316604002,170316603011"
3319,"170316909004,170316909005,170316909002,170316914005,170316914001,170316914004,170316909001"
3320,"170317004023,170317003012,170317004021,170317004012,170317004011,170317003024"
3321,"170317302013,170317302011,170317302014,170317302012,170317304002"
3322,"170318012003,170318013003,170318013001,170318088001"
3323,"170318204001,170318203003,170316404002,170318204002,170315610006"
3324,"170310801006,170310801007,170310801005"
3325,"170310803003,170310803001,170310715004,170310803002,170310804002,170310804003,170310717002"
3326,"170318422001,170310819001,170318383002,170310803002,170310804002,170310818001"
3327,"170310815002,170310812011,170310815001,170310813006,170310811001,170310814011,170310816002,170310811002,170310813003"
3328,"170311007004,170311005002,170317709013,170318106003,170311006003"
3329,"170311105011,170311204002,170311105014,170311201003,170311105013,170311202004,170311204001,170311101002,170311101005,170311102001"
3330,"170311101002,170311101004,170311001002,170311102002,170311001004"
3331,"170311101003,170311101005,170311001002,170311101002,170311001004"
3332,"170311006001,170311103003,170311103001,170311104001,170311006002,170311007001"
3333,"170311103002,170311103004,170311104003,170311104001,170311006002,170311103005,170311007001"
3334,"170311007001,170311103003,170311103005"
3335,"170311504013,170311505011,170311104003,170311103004,170311103003,170318106001,170311007001,170311104002"
3336,"170311512001,170311711001,170311702001,170311702002,170311512003,170311506001,170311506002,170311506004"
3337,"170311507002,170311507004,170311511004,170311512001,170311511001,170311506001,170311506002,170311507001"
3338,"170318317001,170311508002,170311508004,170311508005,170311502003"
3339,"170311510023,170318317001,170311510022,170311507002,170311508004,170311511001,170311510011,170311508002"
3340,"170311511003,170311507003,170311507002,170311506002,170311512001,170311511001,170311511002"
3341,"170311511003,170311512002,170311506002,170311512003,170311506003,170311507003,170311511004"
3342,"170311602004,170311404005,170318317001,170311601001,170311502002,170311204003"
3343,"170311602004,170311405001,170311405002,170311601001,170311602001,170311602003"
3344,"170318317001,170311602002,170311611001,170311601001,170311602003,170311611002,170311601002"
3345,"170311602001,170311602003,170311603001,170311603002"
3346,"170311406024,170311407023,170311406022,170311608004,170311609001,170311604002,170311604003,170311605012,170311605023"
3347,"170313011001,170313012003,170318407001,170313012001,170318417001,170318407003"
3348,"170316303002,170316304004,170316306001,170316304003"
3349,"170318042023,170318047014,170318041023,170318041081,170318041041,170318042024,170318041053,170318041043,170318047143,170318046031,170318041082,170318041091,170318041022,170318047142,170318041052"
3350,"170318083013,170318083021,170318083012,170318078002"
3351,"170318227014,170318221013,170318221014,170318220004,170318221011,170318221021,170318221012,170318221023,170318220005"
3352,"170318241073,170318241074,170318241222,170318241231,170318241234"
3353,"170318245032,170318245034,170318245081,170318245091,170318245093,170318246013,170318246014,170318241061,170318245035,170318236024,170318236022,170318239044,170318236043"
3354,"170318264012,170318264025,170318265001,170318265003"
3355,"170318318005,170310402012,170310403001,170311303001,170310402022,170310207011,170310403003"
3356,"170318318005,170310402014,170310402012,170310402013,170311408005,170310407004,170311401001,170310403002"
3357,"170310310001,170310310002,170310310003,170310401001,170310401002,170310404022,170310309004,170310404025,170310404023"
3358,"170310318001,170310310002,170310310003,170318308001,170310404021,170310404022,170310404023"
3359,"170310406001,170310404024,170318308001,170310404021,170310404022,170310404025"
3360,"170310406002,170310404024,170310406003,170318308001,170310409001,170318308002,170310404023"
3361,"170310406001,170310408001,170310409001,170310406003,170310407001"
3362,"170310407003,170310408001,170310402013,170310402011,170310407001,170310408002"
3363,"170310407002,170310402013,170310402011,170310407004,170310408002"
3364,"170310406002,170310407002,170310409002,170310409001,170310407001,170310408002,170310503001,170310503003,170310502001"
3365,"170310408001,170310409001,170318308002,170318308003,170310503001,170310501002,170310502002,170310502001"
3366,"170310402024,170310403001,170310207012,170310208011,170310208013,170310402023"
3367,"170311104001,170311104002,170311103003,170311103005"
3368,"170318081001,170311201004,170311201002,170311202001,170311201003"
3369,"170311201001,170318081001,170311202001,170311201003"
3370,"170311202003,170311202001,170311202004,170318079003"
3371,"170311202002,170311202004,170318079003"
3372,"170311101001,170311302001,170311203003,170311202002,170318079002,170311202003,170311203006,170311204001,170311202001,170311201003,170311203004,170318079003"
3373,"170311610001,170311604001,170311603002,170311603001,170311609001,170311609002,170311604003"
3374,"170311406024,170311604001,170311406011,170311603001,170311604002,170311405003"
3375,"170311606021,170311606022,170311607002,170311607003,170311607004,170311608001,170311605022"
3376,"170311608003,170311608005,170311607004,170311608001,170312101003,170318311001"
3377,"170311608002,170311608004,170311608005,170318311001"
3378,"170311610002,170311611001,170311603002,170311602003,170311604002,170311611002,170311609002"
3379,"170311613004,170318311003,170311610001,170311611001,170311609002,170311611002,170311613001"
3380,"170311602004,170311610001,170311610002,170311602003,170311603002,170311611002"
3381,"170318121001,170312506004,170312504001,170312504003,170312504005"
3382,"170312511003,170312512002,170312507002,170312512004,170312508002,170312511001,170312511002"
3383,"170318365002,170313602001,170313510001"
3384,"170310505001,170310505005,170310505002,170310505004,170310506001,170310506002"
3385,"170310505005,170310508001,170310505003,170310506002,170310507001,170310509001"
3386,"170310603002,170310602002,170310505002,170310505003,170310506002,170310501002,170310502002,170310603001"
3387,"170310603002,170310505004,170310508001,170310505002,170310505003,170318319002,170310506001,170310507001,170310603001"
3388,"170310511001,170310603002,170310625001,170310512001,170310508001,170318319002,170310505004,170310506002"
3389,"170310511001,170318437001,170310505005,170310508001,170310505004,170310510001"
3390,"170310513002,170310514001,170310707001,170310707002,170318437002,170318309001,170310513001"
3391,"170310511001,170312109001,170312101001,170310510001,170310514001,170318437001,170318309001,170310514002"
3392,"170310601003,170310319002,170318307001,170310601002,170310317004"
3393,"170310601001,170310604001,170310604003,170310319002,170310601002,170310602002,170310602001,170310603001"
3394,"170310815003,170310816001,170310815001,170310813006,170310814011,170310814031,170310814033,170310814032,170310812012"
3395,"170310815002,170310814031,170310814033,170310816001,170318391001,170313201021"
3396,"170310818004,170310819001,170310818001"
3397,"170310902005,170310901003,170318081002,170310901001,170310901004,170310902001"
3398,"170318055023,170310902004,170310902005,170310901002,170310901001,170310901004"
3399,"170311302001,170318080024,170311203002,170311203005,170311301001,170318080013"
3400,"170311302001,170311203001,170311203003,170311203005,170311203004"
3401,"170311302001,170311203002,170311202004,170311204001,170311203004"
3402,"170311203001,170311203002,170318079002,170311203006,170311203004,170318080013"
3403,"170311203005,170318079002,170311202004,170311203004"
3404,"170311404005,170311101001,170311302001,170311204001,170311105012,170311204003,170311105013"
3405,"170311105021,170311404005,170311502002,170311105012,170311204002,170311105022,170311601002"
3406,"170318317001,170311510022,170311612001,170311602004,170311613004,170311610001,170311610002,170311611001"
3407,"170311901001,170311510022,170312104002,170312001001,170311510024,170311612001,170311613003,170311613004,170312001002,170312001003"
3408,"170311613002,170311613004,170311612002,170312104002,170312104001"
3409,"170311613002,170311613003,170311611002,170311610002,170311612002,170311612001,170311613001"
3410,"170311505021,170318105023,170318105024,170318106001,170318106002,170311702003,170311703003,170311703001,170311505023,170311703002,170311703004,170311703005,170311704001"
3411,"170311702003,170311504022,170311702002,170311506003,170311505022,170311505023,170311506004"
3412,"170311710001,170311506003,170311711003,170311711001,170311702003,170311702001,170311703001,170311512003"
3413,"170311710001,170311710004,170311711003,170311702003,170311701001,170311702002,170311505023,170311703002"
3414,"170311704003,170311704004,170311710006,170311708001,170311708002,170311703005,170311704001"
3415,"170318105015,170317608021,170318105013,170311705003"
3416,"170311907023,170311912002,170311911006,170311911005,170311908003"
3417,"170311907023,170312502001,170311906022,170311913022,170311913021,170312504001,170312503001,170311912001,170311911006"
3418,"170311913011,170318316004,170312504005,170311913013,170318315001,170318316001,170311913012,170312505001"
3419,"170311612002,170312001001,170312001003,170312002001,170312002004"
3420,"170311909001,170311901001,170312002004,170312001002,170311510024,170311612002"
3421,"170312207022,170312104002,170312001001,170312001002,170312002002,170312002004"
3422,"170311002003,170311001002,170311101004,170311101003,170311006001,170311002004,170311102002,170311103001,170311003001,170311001003"
3423,"170311002001,170311002002,170311002003,170311001002,170311101005,170311001003"
3424,"170311002002,170318081001,170311101005,170318081002,170311002007,170311201003,170311001001"
3425,"170311002001,170311002003,170311002004,170311002007,170311001001"
3426,"170311002002,170311002004,170311001003,170311002007,170311001004,170311001001"
3427,"170318318005,170310403002,170310207024,170310207011,170311301003,170311303003"
3428,"170318318005,170318318004,170318318001"
3429,"170311407011,170311401001,170311402001,170311402002,170311408005"
3430,"170311403021,170311302001,170311403012,170311406011,170311405001,170311404002,170311403023"
3431,"170311403012,170311406011,170311404001,170311405002,170311404002,170311404003,170311602002,170311601001,170311404004,170311405003"
3432,"170311405001,170311601001,170311602001,170311405003,170311602002"
3433,"170312004021,170318312003,170312304001,170312229001,170312304002"
3434,"170312107003,170312101001,170312101003,170318311001,170312107001"
3435,"170311608002,170311607003,170312101001,170311607004,170312101002,170318311001"
3436,"170312107003,170318311002,170311607004,170312106011,170312101002,170312101003,170311608004,170311609001,170311609002,170318311004,170311608002,170311608003,170312106013,170312105011"
3437,"170318311002,170312105011,170312106013,170318311001,170318311003,170312105012"
3438,"170318311002,170311609002,170318311004,170312105012,170311613002,170312104001,170311613001,170311610002"
3439,"170311613002,170311613003,170312105023,170312104002,170318311003,170312105012"
3440,"170312306002,170312306006,170312306003,170312305002,170312306005"
3441,"170312306004,170318421001,170312305002,170318313001,170312306005,170312510001"
3442,"170312307001,170312307003,170312307004,170312308001,170312312001,170312311001,170312312004"
3443,"170312309001,170312303001,170312302001,170312308001,170312309002"
3444,"170312312002,170312307002,170312312003,170312312004,170312308001,170312311001"
3445,"170312312002,170312315004,170312312001,170312312004,170312312005"
3446,"170312312002,170312307002,170312312001,170312307003,170312312003,170312312005"
3447,"170312306002,170312315004,170312307003,170318421004,170318421005,170312312003,170312312004,170318421006"
3448,"170318421005,170318421003,170312312005,170318421001,170318421002,170318421004"
3449,"170318421001,170318421006,170318421005,170318421003"
3450,"170312311001,170318367001,170312315005,170318366001,170312315002"
3451,"170317108001,170317108003,170317108004,170317109001"
3452,"170313902001,170313903002,170313904001,170318364001,170318364002,170313905001,170318364003,170313903001"
3453,"170318114022,170318115003,170318114021,170318114011,170318114013"
3454,"170318041064,170318030172,170318038002,170318038003,170318041092,170318039011,170318039021,170318032001,170318032003,170318036074,170318036073,170318040002,170318033001,170318039023,170318041062"
3455,"170310503001,170310408001,170310409002,170310502002,170310502003"
3456,"170312107003,170312108001,170312107001,170312206021,170312205001,170312205003,170312204002,170312204001,170312106021"
3457,"170318209013,170318210021,170318210022,170318209024,170318209011"
3458,"170311406021,170311407011,170311407023,170311406022,170311402002,170311402003,170311403011"
3459,"170311504013,170311503006,170311504014,170311504011,170311504023,170311503007"
3460,"170311504022,170311503005,170311507004,170311506001,170311504023,170311506004"
3461,"170311504011,170311504012,170311505011,170311103005,170311504014,170311505013,170311104002"
3462,"170311504013,170311505013,170311505012,170318106001,170311103005,170311104002"
3463,"170318106001,170311505011,170311505013"
3464,"170317608021,170311706001,170311705004,170318111001"
3465,"170311704003,170311705001,170311707002,170311707003,170311708003"
3466,"170311707001,170311707003,170318108002,170311708003"
3467,"170311705001,170311706001,170318108002,170318111001,170311707001,170311707002"
3468,"170311704003,170311705001,170318108002,170311708002,170311707001,170311707002,170311709001"
3469,"170311708001,170311708002,170318108002,170318108003,170311708003,170318107011,170311801005,170311710006"
3470,"170311710001,170311710004,170311801001,170311904011,170311711003,170318315001,170311710003"
3471,"170311710005,170311801004,170311710001,170311710004,170311801001,170311710002"
3472,"170311801004,170311710004,170311710003,170311710006,170311703003,170311703002,170311703004,170311703005"
3473,"170311801004,170311708001,170311709001,170311801005,170311710005,170311704002,170311703004,170311703005"
3474,"170311512002,170311711001,170311512003,170311904021,170311904011,170311711003"
3475,"170318422001,170312402001,170312416001,170312416002,170312435002,170312420001,170312434001,170312433001,170318423002,170312415001,170312420002,170312420003,170318326002,170318323001"
3476,"170312402001,170312414001,170312415001,170312415003,170318310001,170318310002,170312405001,170318323001"
3477,"170312414001,170312403001,170312415003,170318310002,170312222001,170312222002,170318322003,170312405001"
3478,"170312423002,170312413001,170312424002,170312414004,170312412001,170312422001,170312422002,170312424001"
3479,"170312502001,170311913021,170312503002,170312503004,170312504001,170312503003,170311912002,170311911006"
3480,"170312506001,170312503002,170312503004,170312504001,170312503001,170312504002,170312507004,170312507005"
3481,"170312506004,170312506001,170312504003,170312504001,170312503003,170312507004"
3482,"170318316004,170312504005,170311913012,170312505005,170318315002,170312505002,170312505003,170312505004"
3483,"170310106001,170318306003,170318306002,170310302004,170310303001,170310106003"
3484,"170318080022,170310203021,170318076003,170310202004,170310202003,170310203013,170310203011"
3485,"170310204002,170310202002,170310203023,170310107012,170310201001,170310102011"
3486,"170318306004,170310205003,170310203023,170310107011,170310204002,170310206021"
3487,"170310206022,170310205003,170310206023,170310206024,170310203023,170310204003"
3488,"170310208022,170310206012,170310207023,170310206013,170310207021,170310208023,170310207024"
3489,"170311710005,170311710006,170311801001,170311801002,170311801003,170311801005,170311710003"
3490,"170318316005,170318316003,170318316004,170318316006,170311801003,170318316001"
3491,"170312505006,170318316002,170318316006,170318315002,170318315001,170318316001,170318316005,170318107021,170318107022,170312505001,170312505005"
3492,"170311902001,170311510024,170312002004,170311909001,170311612002,170311902002,170311908001,170311902004,170311902003,170312001003"
3493,"170311901001,170311903001,170311510021,170311510012,170311510024,170311511002,170311902002,170311903002"
3494,"170311902001,170311904021,170311510012,170311511002,170311511003,170311512002,170311902002,170311903002"
3495,"170311902002,170311902003,170311902004,170311904022,170311903002,170311903004,170311904021"
3496,"170311904022,170311903001,170311903003,170311904012,170311904011,170311511003,170311512002,170311711002,170311903002"
3497,"170311906011,170311906013,170311904022,170311906021,170311904021,170311904011,170318315001"
3498,"170311904022,170311904021,170311904012,170311711003,170311710002,170318315001,170311512002,170311711002"
3499,"170312206023,170312206022,170312106023,170312106012,170312106021"
3500,"170312107002,170312109001,170312101001,170312107001,170312109002,170312203001,170312204002,170312204001"
3501,"170312109001,170312108001,170318309001,170318309003,170312203001,170312204001"
3502,"170312109002,170312203002,170312108001,170318309003,170318309002,170312204001"
3503,"170312215002,170318309002,170312213001,170312214001,170312203001,170312204001"
3504,"170312107002,170312205002,170312205003,170312204002"
3505,"170312105021,170312206022,170312207024,170312106023,170312106022,170312106021"
3506,"170312426002,170312427001,170312426003,170318367002,170312409001,170312428001"
3507,"170312426004,170312409001,170318367002,170318366001,170312428001"
3508,"170312425002,170312424002,170312430002,170312428001,170312429002,170312423002"
3509,"170310208013,170310207011,170310403001,170310402021"
3510,"170310208022,170310205002,170310206022,170310206023,170310208021,170310208023,170310209013,170310209011"
3511,"170310208022,170310401001,170310208011,170310208013,170310208012,170310209013,170310208021"
3512,"170310402024,170310401001,170310402021,170310208014,170310208013,170310208012"
3513,"170310207022,170310206023,170310208022,170310207023,170310206013,170310208024,170310208021"
3514,"170319900000,170310301031,170310301032,170310104003,170310302001,170310105031,170310301042"
3515,"170310301031,170310105031,170310301022,170310106003,170310301041,170310302002,170310302003,170310104003,170310302004"
3516,"170310305001,170310301031,170310301011,170310301022,170310306012,170310305002,170310302001,170310302003,170310302004"
3517,"170310303002,170318306003,170310105031,170318306001,170310302001,170310302002,170310302003,170310303001,170310106003"
3518,"170310304002,170310401001,170310209021,170310305002,170310302003,170310303002"
3519,"170310602002,170310604003,170310601003,170310603002,170310506001,170310506002,170310501002"
3520,"170310601003,170310604003,170310605001,170310612001,170310604002,170310601002"
3521,"170310604001,170310601003,170318319001,170310603002,170310604002,170310601002,170310602002,170318319002,170310603001"
3522,"170310604003,170310603002,170310604002,170310625001,170310615001,170310623001,170310624001,170310612001,170318319002"
3523,"170310706001,170310707001,170310627002,170310627003,170310625001,170310624001,170310513001,170310513002,170310512002"
3524,"170310627001,170310627002,170310626001,170310625001,170310624001"
3525,"170310704003,170310630003,170310704001,170310703001,170310630002,170310628002,170310629003,170310629001,170310705001"
3526,"170312209012,170312211003,170312209022,170312207012,170312206012,170312210002"
3527,"170312205002,170312211003,170312212002,170312211002,170312206011,170312206012,170312212001"
3528,"170312211003,170312227001,170312226001,170312211001,170312227002,170312212001"
3529,"170312213003,170312213001,170312214002,170312214003,170318324001,170312225001"
3530,"170312215002,170312213001,170312214002,170312214003,170312204001,170312203002"
3531,"170318322001,170318322002,170312222001,170312222002,170312216002,170318309001"
3532,"170312222001,170312222002,170318324002,170312215001,170312216001,170318309001,170318309002"
3533,"170312426001,170312407001,170312410001,170312409001,170312408001"
3534,"170312430001,170312431001,170312430002,170312424002,170312429001,170312423001,170312422001,170312422002,170312424001"
3535,"170314106002,170318363002,170318363001,170314105001,170314102001,170314107001"
3536,"170312414001,170312414004,170312405001,170312423001,170312412001,170312424001"
3537,"170312413001,170312414004,170312403001,170312415003,170318310001,170312405001,170312414002"
3538,"170312413001,170312414001,170312423001,170312422001,170312414002,170312414003"
3539,"170312415002,170312416001,170312402001,170318423001,170312415003,170312403001"
3540,"170312415002,170312402001,170312416002,170312414001,170312415001,170312403001,170318310001,170312405001,170312414002,170312414003"
3541,"170312416002,170312420001,170312420003,170312421003,170312421002,170312414003"
3542,"170315501005,170315501006,170315502002,170315501001,170315501002,170315501003"
3543,"170317113001,170317112004,170317112001,170317112002"
3544,"170316501003,170316502001,170316502004,170316503011,170316502003,170316503013,170316503021,170316501004"
3545,"170313106003,170313106002,170313108003,170313108002,170318432002,170318429001,170313108001,170313106001"
3546,"170315907001,170315906001,170315906003"
3547,"170318207004,170318207001,170318155005,170318155007,170318154001,170318154002,170318154003"
3548,"170318193001,170318193002,170318194002,170318194004,170318194005,170318194001"
3549,"170318407001,170318431001,170318433001,170318431002,170318429001,170318412002,170318407003"
3550,"170314305003,170314302003,170314302005,170314303001,170314303003,170314304001"
